class_id,image_tag,state,updated_at,total_task_duration,tat,task_id,action_history,task_image_tag,finalized,approved,team,started_at,ended_at,task_duration_mins,rejection,car_name,inactivity_duration,Month,Deviation,,Standard Deviations
1434,Clear,PROCESSED,2021-01-15 03:04:07.904059+00,1.8,5,2960,767,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.877539+00,2021-01-14 22:05:39.877541+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1434,Clear,PROCESSED,2021-01-15 03:04:07.904059+00,1.8,5,2973,767,Clear,FALSE,TRUE,sanfrancisco,2021-01-14 22:09:37.153603+00,2021-01-14 22:10:35.292282+00,1,NULL,Tesla Model X,5.0,01-2021,-0.82,,
1434,Clear,PROCESSED,2021-01-15 03:04:07.904059+00,1.8,5,2989,767,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:26:20.953982+00,2021-01-14 23:27:08.046049+00,0.8,NULL,Tesla Model X,5.0,01-2021,-0.04,,
1435,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.3,5,2954,761,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.749812+00,2021-01-14 22:05:39.749814+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1435,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.3,5,2971,761,Traffic light,FALSE,TRUE,sanfrancisco,2021-01-14 22:08:14.894102+00,2021-01-14 22:09:36.951141+00,1.4,NULL,Tesla Model X,5.0,01-2021,-0.42,,
1435,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.3,5,2988,761,Traffic light,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:25:29.514478+00,2021-01-14 23:26:20.813018+00,0.9,NULL,Tesla Model X,5.0,01-2021,0.06,,
1436,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,2.9,5,2957,764,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.812074+00,2021-01-14 22:05:39.812076+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1436,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,2.9,5,2980,764,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-14 22:19:14.187043+00,2021-01-14 22:21:21.741749+00,2.1,NULL,Tesla Model X,5.0,01-2021,0.28,,
1436,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,2.9,5,2996,764,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:33:09.874605+00,2021-01-14 23:33:55.93666+00,0.8,NULL,Tesla Model X,5.0,01-2021,-0.04,,
1437,Pedestrian,PROCESSED,2021-01-15 03:04:07.904059+00,2.3,5,2966,773,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.995997+00,2021-01-14 22:05:39.995998+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1437,Pedestrian,PROCESSED,2021-01-15 03:04:07.904059+00,2.3,5,2979,773,Pedestrian,FALSE,TRUE,sanfrancisco,2021-01-14 22:17:43.652303+00,2021-01-14 22:19:14.030624+00,1.5,NULL,Tesla Model X,5.0,01-2021,-0.32,,
1437,Pedestrian,PROCESSED,2021-01-15 03:04:07.904059+00,2.3,5,2995,773,Pedestrian,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:32:23.521487+00,2021-01-14 23:33:09.740822+00,0.8,NULL,Tesla Model X,5.0,01-2021,-0.04,,
1438,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.2,5,2961,768,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.8967+00,2021-01-14 22:05:39.896702+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1438,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.2,5,2978,768,Traffic light,FALSE,TRUE,sanfrancisco,2021-01-14 22:16:24.728193+00,2021-01-14 22:17:43.48873+00,1.3,NULL,Tesla Model X,5.0,01-2021,-0.52,,
1438,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.2,5,2994,768,Traffic light,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:31:29.214695+00,2021-01-14 23:32:23.396263+00,0.9,NULL,Tesla Model X,5.0,01-2021,0.06,,
1439,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.7,5,2956,763,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.790317+00,2021-01-14 22:05:39.790319+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1439,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.7,5,2977,763,Traffic light,FALSE,TRUE,sanfrancisco,2021-01-14 22:15:01.166165+00,2021-01-14 22:16:24.568514+00,1.4,NULL,Tesla Model X,5.0,01-2021,-0.42,,
1439,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.7,5,2993,763,Traffic light,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:30:13.689853+00,2021-01-14 23:31:29.106027+00,1.3,NULL,Tesla Model X,5.0,01-2021,0.46,,
1440,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.8,5,2958,765,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.836738+00,2021-01-14 22:05:39.83674+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1440,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.8,5,2983,765,Traffic light,FALSE,TRUE,sanfrancisco,2021-01-14 22:25:44.175512+00,2021-01-14 22:27:17.52868+00,1.6,NULL,Tesla Model X,5.0,01-2021,-0.22,,
1440,Traffic light,PROCESSED,2021-01-15 03:04:07.904059+00,2.8,5,2999,765,Traffic light,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:37:00.417914+00,2021-01-14 23:38:10.582633+00,1.2,NULL,Tesla Model X,5.0,01-2021,0.36,,
1441,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,3.2,5,2968,775,NULL,FALSE,FALSE,bot,2021-01-14 22:05:40.040522+00,2021-01-14 22:05:40.040524+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1441,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,3.2,5,2982,775,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-14 22:23:45.246178+00,2021-01-14 22:25:43.989359+00,2,NULL,Tesla Model X,4.9,01-2021,0.18,,
1441,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,3.2,5,2998,775,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:35:45.892429+00,2021-01-14 23:37:00.265531+00,1.2,NULL,Tesla Model X,4.9,01-2021,0.36,,
1442,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,4.2,5,2962,769,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.917816+00,2021-01-14 22:05:39.917817+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1442,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,4.2,5,2981,769,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-14 22:21:21.943295+00,2021-01-14 22:23:45.067968+00,2.4,NULL,Tesla Model X,4.9,01-2021,0.58,,
1442,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,4.2,5,2997,769,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:33:56.070604+00,2021-01-14 23:35:45.76259+00,1.8,NULL,Tesla Model X,4.9,01-2021,0.96,,
1443,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,5.6,5,2963,770,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.938225+00,2021-01-14 22:05:39.938227+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1443,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,5.6,5,2986,770,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-14 22:33:47.314508+00,2021-01-14 22:37:42.999315+00,3.9,NULL,Tesla Model X,4.9,01-2021,2.08,,
1443,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,5.6,5,3002,770,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:43:32.664023+00,2021-01-14 23:45:11.988525+00,1.7,NULL,Tesla Model X,4.9,01-2021,0.86,,
1444,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,3.1,5,2959,766,NULL,FALSE,FALSE,bot,2021-01-14 22:05:39.85716+00,2021-01-14 22:05:39.857162+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1444,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,3.1,5,2985,766,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-14 22:31:22.498218+00,2021-01-14 22:33:47.130972+00,2.4,NULL,Tesla Model X,4.9,01-2021,0.58,,
1444,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,3.1,5,3001,766,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:42:48.274734+00,2021-01-14 23:43:32.511505+00,0.7,NULL,Tesla Model X,4.9,01-2021,-0.14,,
1445,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,5.6,5,2969,776,NULL,FALSE,FALSE,bot,2021-01-14 22:05:40.060498+00,2021-01-14 22:05:40.0605+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1445,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,5.6,5,2984,776,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-14 22:27:17.740682+00,2021-01-14 22:31:22.314535+00,4.1,NULL,Tesla Model X,4.9,01-2021,2.28,,
1445,Car ahead,PROCESSED,2021-01-15 03:04:07.904059+00,5.6,5,3000,776,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-14 23:39:14.179623+00,2021-01-14 23:40:41.188946+00,1.5,NULL,Tesla Model X,4.9,01-2021,0.66,,
1446,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,5.3,23,3004,778,NULL,FALSE,FALSE,bot,2021-01-15 04:00:39.767149+00,2021-01-15 04:00:39.767151+00,0,NULL,Tesla Model X,22.9,01-2021,0.00,,
1446,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,5.3,23,3005,778,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-15 15:18:55.445586+00,2021-01-15 15:23:21.555909+00,4.4,NULL,Tesla Model X,22.9,01-2021,2.58,,
1446,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,5.3,23,3007,778,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-15 16:59:37.907075+00,2021-01-15 17:00:33.175056+00,0.9,NULL,Tesla Model X,22.9,01-2021,0.06,,
1447,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,4.1,23,3003,777,NULL,FALSE,FALSE,bot,2021-01-15 04:00:39.747505+00,2021-01-15 04:00:39.747507+00,0,NULL,Tesla Model X,22.9,01-2021,0.00,,
1447,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,4.1,23,3006,777,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 15:23:21.713711+00,2021-01-15 15:26:46.316577+00,3.4,NULL,Tesla Model X,22.9,01-2021,1.58,,
1447,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,4.1,23,3008,777,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-15 17:01:09.42687+00,2021-01-15 17:01:53.432068+00,0.7,NULL,Tesla Model X,22.9,01-2021,-0.14,,
1448,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.6,4.9,3019,789,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.950105+00,2021-01-15 22:05:39.950107+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1448,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.6,4.9,3026,789,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-15 22:13:02.314929+00,2021-01-15 22:14:23.846597+00,1.4,NULL,Tesla Model X,4.9,01-2021,-0.42,,
1448,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.6,4.9,3040,789,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-15 23:58:56.511499+00,2021-01-16 00:00:08.1126+00,1.2,NULL,Tesla Model X,4.9,01-2021,0.36,,
1449,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2.5,4.9,3020,790,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.969033+00,2021-01-15 22:05:39.969035+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1449,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2.5,4.9,3025,790,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:11:45.009857+00,2021-01-15 22:13:02.139027+00,1.3,NULL,Tesla Model X,4.9,01-2021,-0.52,,
1449,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2.5,4.9,3039,790,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-15 23:57:44.160891+00,2021-01-15 23:58:56.396716+00,1.2,NULL,Tesla Model X,4.9,01-2021,0.36,,
1450,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.2,4.9,3021,791,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.98674+00,2021-01-15 22:05:39.986741+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1450,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.2,4.9,3024,791,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-15 22:10:32.965156+00,2021-01-15 22:11:44.83784+00,1.2,NULL,Tesla Model X,4.9,01-2021,-0.62,,
1450,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.2,4.9,3038,791,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-15 23:56:05.030137+00,2021-01-15 23:57:06.150324+00,1,NULL,Tesla Model X,4.9,01-2021,0.16,,
1451,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2.7,4.9,3022,792,NULL,FALSE,FALSE,bot,2021-01-15 22:05:40.006175+00,2021-01-15 22:05:40.006177+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1451,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2.7,4.9,3023,792,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:08:20.983493+00,2021-01-15 22:10:32.793819+00,2.2,NULL,Tesla Model X,4.9,01-2021,0.38,,
1451,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2.7,4.9,3037,792,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-15 23:55:34.483545+00,2021-01-15 23:56:04.913769+00,0.5,NULL,Tesla Model X,4.9,01-2021,-0.34,,
1452,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.1,4.9,3011,781,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.794326+00,2021-01-15 22:05:39.794327+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1452,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.1,4.9,3034,781,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-15 22:19:52.75499+00,2021-01-15 22:21:09.360108+00,1.3,NULL,Tesla Model X,4.9,01-2021,-0.52,,
1452,Car ahead,PROCESSED,2021-01-16 03:00:48.46693+00,2.1,4.9,3048,781,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:04:42.808055+00,2021-01-16 00:05:30.111797+00,0.8,NULL,Tesla Model X,4.9,01-2021,-0.04,,
1453,Traffic light,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3012,782,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.814203+00,2021-01-15 22:05:39.814205+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1453,Traffic light,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3033,782,Traffic light,FALSE,TRUE,sanfrancisco,2021-01-15 22:19:01.159662+00,2021-01-15 22:19:52.602816+00,0.9,NULL,Tesla Model X,4.9,01-2021,-0.92,,
1453,Traffic light,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3047,782,Traffic light,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:04:14.606325+00,2021-01-16 00:04:42.669549+00,0.5,NULL,Tesla Model X,4.9,01-2021,-0.34,,
1454,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.3,4.9,3013,783,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.840871+00,2021-01-15 22:05:39.840873+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1454,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.3,4.9,3032,783,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:18:01.438472+00,2021-01-15 22:19:00.969189+00,1,NULL,Tesla Model X,4.9,01-2021,-0.82,,
1454,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.3,4.9,3046,783,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:03:21.984767+00,2021-01-16 00:03:42.84825+00,0.3,NULL,Tesla Model X,4.9,01-2021,-0.54,,
1455,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3014,784,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.859666+00,2021-01-15 22:05:39.859694+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1455,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3031,784,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:17:05.901688+00,2021-01-15 22:18:01.312496+00,0.9,NULL,Tesla Model X,4.9,01-2021,-0.92,,
1455,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3045,784,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:02:52.395578+00,2021-01-16 00:03:21.744047+00,0.5,NULL,Tesla Model X,4.9,01-2021,-0.34,,
1456,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.5,4.9,3015,785,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.87767+00,2021-01-15 22:05:39.877672+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1456,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.5,4.9,3030,785,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:16:11.263151+00,2021-01-15 22:17:05.752215+00,0.9,NULL,Tesla Model X,4.9,01-2021,-0.92,,
1456,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.5,4.9,3044,785,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:02:14.536993+00,2021-01-16 00:02:52.189712+00,0.6,NULL,Tesla Model X,4.9,01-2021,-0.24,,
1457,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.3,4.9,3016,786,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.896235+00,2021-01-15 22:05:39.896237+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1457,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.3,4.9,3029,786,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:15:34.398636+00,2021-01-15 22:16:11.099706+00,0.6,NULL,Tesla Model X,4.9,01-2021,-1.22,,
1457,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.3,4.9,3043,786,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:01:31.200071+00,2021-01-16 00:02:14.404659+00,0.7,NULL,Tesla Model X,4.9,01-2021,-0.14,,
1458,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3017,787,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.91409+00,2021-01-15 22:05:39.914091+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1458,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3028,787,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:15:00.483832+00,2021-01-15 22:15:34.252254+00,0.6,NULL,Tesla Model X,4.9,01-2021,-1.22,,
1458,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.4,4.9,3042,787,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:00:45.467865+00,2021-01-16 00:01:31.083187+00,0.8,NULL,Tesla Model X,4.9,01-2021,-0.04,,
1459,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.2,4.9,3018,788,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.9327+00,2021-01-15 22:05:39.932702+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1459,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.2,4.9,3027,788,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:14:24.032736+00,2021-01-15 22:15:00.357678+00,0.6,NULL,Tesla Model X,4.9,01-2021,-1.22,,
1459,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,1.2,4.9,3041,788,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:00:08.240321+00,2021-01-16 00:00:45.330292+00,0.6,NULL,Tesla Model X,4.9,01-2021,-0.24,,
1460,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2,4.9,3009,779,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.747791+00,2021-01-15 22:05:39.747792+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1460,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2,4.9,3036,779,Clear,FALSE,TRUE,sanfrancisco,2021-01-15 22:22:31.163525+00,2021-01-15 22:23:53.69719+00,1.4,NULL,Tesla Model X,4.9,01-2021,-0.42,,
1460,Clear,PROCESSED,2021-01-16 03:00:48.46693+00,2,4.9,3050,779,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:06:18.030916+00,2021-01-16 00:06:55.265755+00,0.6,NULL,Tesla Model X,4.9,01-2021,-0.24,,
1461,Unknown object,PROCESSED,2021-01-16 03:00:48.46693+00,2.2,4.9,3010,780,NULL,FALSE,FALSE,bot,2021-01-15 22:05:39.772002+00,2021-01-15 22:05:39.772004+00,0,NULL,Tesla Model X,4.9,01-2021,0.00,,
1461,Unknown object,PROCESSED,2021-01-16 03:00:48.46693+00,2.2,4.9,3035,780,Unknown object,FALSE,TRUE,sanfrancisco,2021-01-15 22:21:09.520643+00,2021-01-15 22:22:30.990647+00,1.4,NULL,Tesla Model X,4.9,01-2021,-0.42,,
1461,Unknown object,PROCESSED,2021-01-16 03:00:48.46693+00,2.2,4.9,3049,780,Unknown object,TRUE,TRUE,sanfrancisco_reviewer,2021-01-16 00:05:30.229868+00,2021-01-16 00:06:17.928899+00,0.8,NULL,Tesla Model X,4.9,01-2021,-0.04,,
1462,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,2.6,94.9,3051,793,NULL,FALSE,FALSE,bot,2021-01-16 04:05:39.74672+00,2021-01-16 04:05:39.746722+00,0,NULL,Tesla Model X,94.9,01-2021,0.00,,
1462,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,2.6,94.9,3054,793,Clear,FALSE,TRUE,sanfrancisco,2021-01-18 15:22:56.492527+00,2021-01-18 15:25:09.109931+00,2.2,NULL,Tesla Model X,94.9,01-2021,0.38,,
1462,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,2.6,94.9,3056,793,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-18 15:42:03.863837+00,2021-01-18 15:42:28.845351+00,0.4,NULL,Tesla Model X,94.9,01-2021,-0.44,,
1463,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,4.8,94.9,3052,794,NULL,FALSE,FALSE,bot,2021-01-16 04:05:39.772783+00,2021-01-16 04:05:39.772787+00,0,NULL,Tesla Model X,94.8,01-2021,0.00,,
1463,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,4.8,94.9,3053,794,Clear,FALSE,TRUE,sanfrancisco,2021-01-18 15:18:45.422048+00,2021-01-18 15:22:56.317753+00,4.2,NULL,Tesla Model X,94.8,01-2021,2.38,,
1463,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,4.8,94.9,3055,794,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-18 15:41:29.203348+00,2021-01-18 15:42:03.747053+00,0.6,NULL,Tesla Model X,94.8,01-2021,-0.24,,
1464,Stop sign,PROCESSED,2021-01-20 03:00:19.006223+00,0.8,28.9,3085,823,NULL,FALSE,FALSE,bot,2021-01-18 22:05:40.236271+00,2021-01-18 22:05:40.236273+00,0,NULL,Tesla Model X,28.9,01-2021,0.00,,
1464,Stop sign,PROCESSED,2021-01-20 03:00:19.006223+00,0.8,28.9,3090,823,Stop sign,FALSE,TRUE,sanfrancisco,2021-01-18 22:10:15.583571+00,2021-01-18 22:10:45.293782+00,0.5,NULL,Tesla Model X,28.9,01-2021,-1.32,,
1464,Stop sign,PROCESSED,2021-01-20 03:00:19.006223+00,0.8,28.9,3116,823,Stop sign,TRUE,TRUE,sanfrancisco_reviewer,2021-01-18 22:49:04.815856+00,2021-01-18 22:49:24.295047+00,0.3,NULL,Tesla Model X,28.9,01-2021,-0.54,,
1465,Dog,PROCESSED,2021-01-20 03:00:19.006223+00,2.3,28.9,3086,824,NULL,FALSE,FALSE,bot,2021-01-18 22:05:40.251745+00,2021-01-18 22:05:40.251747+00,0,NULL,Tesla Model X,28.9,01-2021,0.00,,
1465,Dog,PROCESSED,2021-01-20 03:00:19.006223+00,2.3,28.9,3089,824,Dog,FALSE,TRUE,sanfrancisco,2021-01-18 22:08:58.282691+00,2021-01-18 22:10:15.420478+00,1.3,NULL,Tesla Model X,28.9,01-2021,-0.52,,
1465,Dog,PROCESSED,2021-01-20 03:00:19.006223+00,2.3,28.9,3114,824,Dog,TRUE,TRUE,sanfrancisco_reviewer,2021-01-18 22:48:04.315123+00,2021-01-18 22:49:04.691511+00,1,NULL,Tesla Model X,28.9,01-2021,0.16,,
1466,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,1.3,28.9,3087,825,NULL,FALSE,FALSE,bot,2021-01-18 22:05:40.267206+00,2021-01-18 22:05:40.267208+00,0,NULL,Tesla Model X,28.9,01-2021,0.00,,
1466,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,1.3,28.9,3088,825,Clear,FALSE,TRUE,sanfrancisco,2021-01-18 22:08:04.305773+00,2021-01-18 22:08:58.124479+00,0.9,NULL,Tesla Model X,28.9,01-2021,-0.92,,
1466,Clear,PROCESSED,2021-01-20 03:00:19.006223+00,1.3,28.9,3112,825,Clear,TRUE,TRUE,sanfrancisco_reviewer,2021-01-18 22:47:38.662898+00,2021-01-18 22:48:04.17279+00,0.4,NULL,Tesla Model X,28.9,01-2021,-0.44,,
1467,Car ahead,PROCESSED,2021-01-19 03:04:01.802469+00,2.5,5,3078,816,NULL,FALSE,FALSE,bot,2021-01-18 22:05:40.122355+00,2021-01-18 22:05:40.122357+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
1467,Car ahead,PROCESSED,2021-01-19 03:04:01.802469+00,2.5,5,3097,816,Car ahead,FALSE,TRUE,sanfrancisco,2021-01-18 22:16:49.951761+00,2021-01-18 22:18:12.954822+00,1.4,NULL,Tesla Model X,5.0,01-2021,-0.42,,
1467,Car ahead,PROCESSED,2021-01-19 03:04:01.802469+00,2.5,5,3126,816,Car ahead,TRUE,TRUE,sanfrancisco_reviewer,2021-01-18 22:54:26.314674+00,2021-01-18 22:55:32.388684+00,1.1,NULL,Tesla Model X,5.0,01-2021,0.26,,
1468,Clear,PROCESSED,2021-01-19 03:04:01.802469+00,1.3,5,3079,817,NULL,FALSE,FALSE,bot,2021-01-18 22:05:40.137128+00,2021-01-18 22:05:40.13713+00,0,NULL,Tesla Model X,5.0,01-2021,0.00,,
